gate_voltage,drain_voltage,channel_length,oxide_thickness,work_function,contact_resistance
0.9099361537885267,1.999195225498587,3.0948128811913096e-08,3.5126625143402646e-09,4.28,9.06335294064082e-09
0.30846860695198414,0.790365184555496,1.4319060017913213e-08,1.771380751016923e-09,4.28,1.920564196046975e-08
0.929224470042887,1.9836358548655457,3.117109951857571e-08,3.4862419853339773e-09,4.28,9.090026470121433e-09
0.20055780498394107,0.6061396047362152,1.2512752470757529e-08,1.532972326006757e-09,4.28,2.0230698129420147e-08
0.45000686791365707,1.066819423700397,1.8970041073286942e-08,2.1023648574102264e-09,4.28,1.6315147948291615e-08
0.5621344614341272,1.288222777191342,2.0243962379702643e-08,2.2793380185226252e-09,4.28,1.4160013758355463e-08
0.9838411854396146,2.096090953192967,3.347239224137981e-08,3.504008749153522e-09,4.28,8.661453621645219e-09
0.9342832569638206,1.957116786676616,3.052450150574448e-08,3.5407418510366956e-09,4.28,9.812352229423438e-09
0.29975193548372814,0.8142128174534795,1.4920877433243547e-08,1.71118166905519e-09,4.28,1.814636154429094e-08
0.5337599739141907,1.3416071199751918,2.2010578603425357e-08,2.288277973661249e-09,4.28,1.3907746063237271e-08
0.6507611753987449,1.5092646773383587,2.3846250663842608e-08,2.5284950915292716e-09,4.28,1.3512861449365014e-08
0.5758647002306171,1.3581128532438766,2.177007460633014e-08,2.4416087373998582e-09,4.28,1.4396947793616971e-08
0.2502600212331045,0.7288748308834533,1.4073081135153061e-08,1.6325990383857773e-09,4.28,2.043896639598991e-08
0.9347526174980128,2.0251281354776114,3.044313680981872e-08,3.4031459665209654e-09,4.28,9.28588163164354e-09
0.3603090219964003,0.9404264058737999,1.5914335190161117e-08,1.842516655203964e-09,4.28,1.8247209177057314e-08
0.28887122398648546,0.7778940214173137,1.4313372374365006e-08,1.7711221357973728e-09,4.28,1.856876554175442e-08
0.5627545573094969,1.3601563128144676,2.0108298489182894e-08,2.224948723494267e-09,4.28,1.3354994221925765e-08
0.4030328076684473,1.0198267209623602,1.8138855358148398e-08,1.996970499871388e-09,4.28,1.738303261707964e-08
0.6214325728748008,1.4523733057829318,2.461761858787467e-08,2.6204739562202433e-09,4.28,1.3464368908852774e-08
0.8709895051886829,1.9546102745889313,3.235859625442278e-08,3.3320076013926185e-09,4.28,9.34437930338849e-09
0.3505639368094038,0.8913534365905761,1.632389513485116e-08,1.860865709149343e-09,4.28,1.719090613137269e-08
0.8382580374934252,1.8303888041925218,2.8691498018292145e-08,2.858691431886044e-09,4.28,1.107650791597889e-08
0.7675633491143857,1.8255098671782746,2.9118602686358705e-08,2.919587206758256e-09,4.28,1.0796309500321244e-08
0.1983095327593407,0.6130584169106981,1.2332806996072047e-08,1.5628967028540664e-09,4.28,2.192046938039097e-08
0.2568640370439294,0.6852532388177985,1.3616416944603648e-08,1.6313979936095742e-09,4.28,1.991468158653266e-08
0.20567354817195047,0.6226581847884319,1.1401438393260916e-08,1.5313632326196006e-09,4.28,2.127136848946119e-08
0.25125634566359695,0.6919645083721625,1.3885339014164681e-08,1.5695963251377528e-09,4.28,1.9072310419304592e-08
0.5743258502458733,1.2612810534500423,2.0489369775717985e-08,2.2719307958909173e-09,4.28,1.3947727929389879e-08
0.5466639120931099,1.2739152036951356,2.0536337515982846e-08,2.3750157250029785e-09,4.28,1.4243542579280457e-08
0.5194593855365327,1.220595148823476,2.077270282921631e-08,2.1511462733319866e-09,4.28,1.5451007554029626e-08
0.6594353328392805,1.5439772692505924,2.372051404496153e-08,2.7279716655470012e-09,4.28,1.3267283894653978e-08
0.5282580172537341,1.2984591897455147,2.1815774183876194e-08,2.240077954324056e-09,4.28,1.4547816242589755e-08
0.3669130526696246,0.8825432460585046,1.6689086057596913e-08,1.8387766060439741e-09,4.28,1.8600315875656903e-08
0.5279350250527513,1.2393056429246168,2.1329951293204535e-08,2.3051147352007177e-09,4.28,1.4479376346594034e-08
0.8556757278178458,1.9435878199483232,2.8998699073213568e-08,3.1258521237800945e-09,4.28,1.0396458109611109e-08
0.3490265897713055,0.8964335394502676,1.6520791061618754e-08,1.960384678284869e-09,4.28,1.7526769776098978e-08
0.34625590072249357,0.9270120617939067,1.5926372359105146e-08,1.880085274364971e-09,4.28,1.749536929943188e-08
0.7861037245611928,1.769783538885275,2.6082746932367054e-08,2.71968128468228e-09,4.28,1.1796646783643376e-08
0.4997345256001521,1.2430244884567794,2.0178207347132912e-08,2.1717084687237515e-09,4.28,1.5287731079380766e-08
0.5886221267265124,1.3435339971000961,2.2508845360692877e-08,2.3853647799116293e-09,4.28,1.4223357191550726e-08
0.8579399988394137,1.9355878319506579,3.069588431467348e-08,3.2810435674345726e-09,4.28,9.526934527443052e-09
0.20890868515498506,0.6019789696646086,1.2308727666487244e-08,1.5459930948501207e-09,4.28,2.2019346481709438e-08
0.25044339872620497,0.73345622196489,1.4029037434751669e-08,1.5413341422621056e-09,4.28,2.0930958672723477e-08
0.3521054563764919,0.9041091231512719,1.5224344848231335e-08,1.863731864637374e-09,4.28,1.7696398439861863e-08
0.2512725809326307,0.677610488581621,1.4635592435393833e-08,1.6268889972573607e-09,4.28,2.0567796820204857e-08
0.20080937911585345,0.6284841724832448,1.2163172007396354e-08,1.5610882997511252e-09,4.28,2.0829967500134473e-08
0.5366389861111499,1.3318049284399813,2.0601560595521615e-08,2.3179402511412785e-09,4.28,1.3659446220320488e-08
0.1992761022095867,0.6150743742805748,1.2269027241216758e-08,1.4698872653598168e-09,4.28,2.1891256058973365e-08
0.8428320544180496,1.8441391127556706,3.010506059416979e-08,3.2215293096854333e-09,4.28,1.035631653903358e-08
0.5609586207106633,1.2527135123068533,2.1218957338690312e-08,2.3572180496152093e-09,4.28,1.446013302836014e-08
0.7916739161257453,1.779489672422827,2.6747578028950276e-08,3.0114397276105187e-09,4.28,1.1121202178392756e-08
0.7684819326049175,1.6634156072587158,2.698923020815496e-08,2.8124528448580102e-09,4.28,1.1547449301145653e-08
0.8873902807838522,2.054837060672027,3.2593949873536695e-08,3.4485120889371516e-09,4.28,9.64777075753819e-09
0.9178912500651787,2.069929761398238,3.170045971324318e-08,3.2339600519179844e-09,4.28,9.103470269882188e-09
0.88688820427413,1.8412760074826235,2.9617057941995136e-08,3.258810784185205e-09,4.28,1.0415939147419686e-08
0.4656086847987667,1.0698256424340515,1.936037361070493e-08,2.0919847933568227e-09,4.28,1.6767790535675637e-08
0.23772527659091544,0.7198129408178535,1.3335031035463374e-08,1.6208685573025036e-09,4.28,1.9742349540662852e-08
0.19519715389837675,0.6040799455205024,1.2383920171315902e-08,1.5691482110893015e-09,4.28,2.0109071254616543e-08
0.5716908915728174,1.2705544592604971,2.117274025988792e-08,2.3543542158670963e-09,4.28,1.3397484198894951e-08
0.4887990850298637,1.1836902614258198,2.009652034700634e-08,2.1317194576998136e-09,4.28,1.5375671817144965e-08
0.34599579011146675,0.8622969897931834,1.617725832854751e-08,1.910261451048244e-09,4.28,1.7692123817335506e-08
0.24384873922834888,0.7203358496774059,1.464432362736036e-08,1.6127358026363194e-09,4.28,1.9125946168582682e-08
0.33765613325942734,0.8601536575070065,1.5437620443862897e-08,1.8808803272919888e-09,4.28,1.8257742850083193e-08
0.43632433942585575,1.1400684792254463,1.9010028535816537e-08,2.1873651523790068e-09,4.28,1.6440667006076566e-08
0.4001191191749717,1.017099264611415,1.7190935799896282e-08,2.0692245900704464e-09,4.28,1.736648583778491e-08
0.33656619864943793,0.941155901816849,1.530869672024465e-08,1.9624569797861193e-09,4.28,1.7636741020919925e-08
0.4587395712240218,1.0571960538463325,1.9298303582755206e-08,2.134410403235664e-09,4.28,1.576646914254042e-08
0.5186066951719072,1.2584067403225594,1.9069529106292385e-08,2.17789429119373e-09,4.28,1.4408683193404404e-08
0.345771557634843,0.8796727213448916,1.655370831129689e-08,1.9887065893784083e-09,4.28,1.7832103012562958e-08
0.98392984948464,2.1607417833686506,3.4888213905615506e-08,3.674524085816681e-09,4.28,8.857862800856934e-09
0.3864256143456539,0.9766121453785295,1.7706017013464597e-08,2.0319015916942833e-09,4.28,1.657003936341909e-08
0.33484595049974025,0.8751167783818568,1.6096308363069138e-08,1.828417301557372e-09,4.28,1.787051834990738e-08
0.3854122579419671,0.9703675686571402,1.8627385892899433e-08,2.0544421794100535e-09,4.28,1.7761598428020953e-08
